sale_id,sale_date,product_name,city_name,price,total_amount,Product_Total_Sales
2159,2023-07-20,"Caramel Syrup (250ml)",Chennai,300,5700,357300
2175,2023-07-21,"Caramel Syrup (250ml)",Pune,300,3600,362400
2174,2023-07-21,"Caramel Syrup (250ml)",Delhi,300,1500,362400
2237,2023-07-26,"Caramel Syrup (250ml)",Delhi,300,1800,368700
2236,2023-07-26,"Caramel Syrup (250ml)",Pune,300,4500,368700
2280,2023-07-30,"Caramel Syrup (250ml)",Pune,300,1800,370500
13,2023-01-02,"Coffee Art Print",Chennai,400,6400,6400
36,2023-01-04,"Coffee Art Print",Chennai,400,3600,10000
68,2023-01-08,"Coffee Art Print",Delhi,400,2000,12000
75,2023-01-09,"Coffee Art Print",Jaipur,400,6400,18400
85,2023-01-10,"Coffee Art Print",Mumbai,400,2400,20800
96,2023-01-11,"Coffee Art Print",Pune,400,3200,30400
95,2023-01-11,"Coffee Art Print",Chennai,400,6400,30400
111,2023-01-13,"Coffee Art Print",Pune,400,3600,36400
110,2023-01-13,"Coffee Art Print",Pune,400,2400,36400
120,2023-01-14,"Coffee Art Print",Chennai,400,2800,39200
143,2023-01-16,"Coffee Art Print",Pune,400,5600,44800
192,2023-01-21,"Coffee Art Print",Pune,400,6400,51200
271,2023-01-27,"Coffee Art Print",Delhi,400,4000,62800
270,2023-01-27,"Coffee Art Print",Pune,400,7600,62800
315,2023-01-31,"Coffee Art Print",Pune,400,2000,64800
358,2023-02-03,"Coffee Art Print",Delhi,400,2000,70400
357,2023-02-03,"Coffee Art Print",Pune,400,3600,70400
432,2023-02-11,"Coffee Art Print",Pune,400,3200,73600
506,2023-02-18,"Coffee Art Print",Pune,400,6400,80000
512,2023-02-19,"Coffee Art Print",Lucknow,400,3600,83600
524,2023-02-20,"Coffee Art Print",Delhi,400,5600,96000
525,2023-02-20,"Coffee Art Print",Bangalore,400,6800,96000
551,2023-02-22,"Coffee Art Print",Bangalore,400,2000,98000
565,2023-02-23,"Coffee Art Print",Ahmedabad,400,4800,110400
566,2023-02-23,"Coffee Art Print",Pune,400,7600,110400
587,2023-02-25,"Coffee Art Print",Chennai,400,3600,114000
655,2023-03-02,"Coffee Art Print",Bangalore,400,3600,120000
656,2023-03-02,"Coffee Art Print",Hyderabad,400,2400,120000
671,2023-03-03,"Coffee Art Print",Pune,400,5200,140000
670,2023-03-03,"Coffee Art Print",Pune,400,6800,140000
669,2023-03-03,"Coffee Art Print",Lucknow,400,8000,140000
745,2023-03-09,"Coffee Art Print",Chennai,400,6000,149600
746,2023-03-09,"Coffee Art Print",Surat,400,3600,149600
756,2023-03-10,"Coffee Art Print",Bangalore,400,3600,160800
755,2023-03-10,"Coffee Art Print",Kolkata,400,7600,160800
795,2023-03-13,"Coffee Art Print",Jaipur,400,7600,176400
794,2023-03-13,"Coffee Art Print",Pune,400,8000,176400
873,2023-03-21,"Coffee Art Print",Kanpur,400,6000,182400
944,2023-03-29,"Coffee Art Print",Pune,400,5200,187600
977,2023-03-31,"Coffee Art Print",Nagpur,400,7600,197200
976,2023-03-31,"Coffee Art Print",Ahmedabad,400,2000,197200
1046,2023-04-06,"Coffee Art Print",Pune,400,7600,216400
1045,2023-04-06,"Coffee Art Print",Delhi,400,5200,216400
1047,2023-04-06,"Coffee Art Print",Pune,400,6400,216400
1069,2023-04-08,"Coffee Art Print",Pune,400,6000,222400
1100,2023-04-10,"Coffee Art Print",Pune,400,7200,229600
1156,2023-04-16,"Coffee Art Print",Bangalore,400,4800,234400
1214,2023-04-22,"Coffee Art Print",Bangalore,400,4400,238800
1229,2023-04-23,"Coffee Art Print",Kolkata,400,4800,251600
1228,2023-04-23,"Coffee Art Print",Pune,400,8000,251600
1250,2023-04-25,"Coffee Art Print",Mumbai,400,7600,259200
1261,2023-04-26,"Coffee Art Print",Kanpur,400,2800,262000
1291,2023-04-28,"Coffee Art Print",Chennai,400,4400,272400
1290,2023-04-28,"Coffee Art Print",Pune,400,6000,272400
1352,2023-05-03,"Coffee Art Print",Jaipur,400,4400,294400
1351,2023-05-03,"Coffee Art Print",Jaipur,400,5200,294400
1349,2023-05-03,"Coffee Art Print",Pune,400,4800,294400
1350,2023-05-03,"Coffee Art Print",Chennai,400,7600,294400
1406,2023-05-08,"Coffee Art Print",Jaipur,400,3200,297600
1465,2023-05-13,"Coffee Art Print",Pune,400,4400,302000
1478,2023-05-14,"Coffee Art Print",Chennai,400,6400,308400
1488,2023-05-15,"Coffee Art Print",Bangalore,400,5200,313600
1497,2023-05-16,"Coffee Art Print",Chennai,400,3600,320000
1498,2023-05-16,"Coffee Art Print",Jaipur,400,2800,320000
1588,2023-05-24,"Coffee Art Print",Jaipur,400,6000,326000
1634,2023-05-29,"Coffee Art Print",Pune,400,2400,328400
1643,2023-05-30,"Coffee Art Print",Jaipur,400,8000,336400
1663,2023-06-01,"Coffee Art Print",Mumbai,400,2000,338400
1680,2023-06-02,"Coffee Art Print",Bangalore,400,6000,344400
1718,2023-06-05,"Coffee Art Print",Bangalore,400,7600,352000
1736,2023-06-06,"Coffee Art Print",Jaipur,400,7200,359200
1776,2023-06-10,"Coffee Art Print",Jaipur,400,6400,365600
1857,2023-06-19,"Coffee Art Print",Delhi,400,4000,369600
1863,2023-06-20,"Coffee Art Print",Delhi,400,4800,374400
1871,2023-06-21,"Coffee Art Print",Bangalore,400,4800,379200
1881,2023-06-22,"Coffee Art Print",Delhi,400,7200,386400
1891,2023-06-23,"Coffee Art Print",Bangalore,400,2000,388400
1923,2023-06-28,"Coffee Art Print",Pune,400,5600,394000
1984,2023-07-03,"Coffee Art Print",Indore,400,7200,403600
1985,2023-07-03,"Coffee Art Print",Pune,400,2400,403600
2015,2023-07-06,"Coffee Art Print",Bangalore,400,2400,406000
2023,2023-07-07,"Coffee Art Print",Delhi,400,3600,409600
2037,2023-07-08,"Coffee Art Print",Pune,400,7200,416800
2087,2023-07-13,"Coffee Art Print",Pune,400,3200,422800
2088,2023-07-13,"Coffee Art Print",Chennai,400,2800,422800
2129,2023-07-17,"Coffee Art Print",Bangalore,400,2000,424800
2150,2023-07-19,"Coffee Art Print",Pune,400,4000,428800
2207,2023-07-23,"Coffee Art Print",Bangalore,400,7600,436400
2218,2023-07-24,"Coffee Art Print",Bangalore,400,6000,442400
2230,2023-07-25,"Coffee Art Print",Bangalore,400,5600,448000
2304,2023-08-01,"Coffee Art Print",Chennai,400,7600,455600
2791,2023-09-07,"Coffee Art Print",Bangalore,400,2000,467200
2792,2023-09-07,"Coffee Art Print",Bangalore,400,2000,467200
2793,2023-09-07,"Coffee Art Print",Bangalore,400,7600,467200
2834,2023-09-08,"Coffee Art Print",Bangalore,400,6800,509600
2835,2023-09-08,"Coffee Art Print",Bangalore,400,3200,509600
2831,2023-09-08,"Coffee Art Print",Chennai,400,5600,509600
2833,2023-09-08,"Coffee Art Print",Kolkata,400,7200,509600
2836,2023-09-08,"Coffee Art Print",Jaipur,400,3600,509600
2838,2023-09-08,"Coffee Art Print",Delhi,400,8000,509600
2837,2023-09-08,"Coffee Art Print",Jaipur,400,2400,509600
2832,2023-09-08,"Coffee Art Print",Lucknow,400,5600,509600
2858,2023-09-09,"Coffee Art Print",Pune,400,6800,584000
2865,2023-09-09,"Coffee Art Print",Jaipur,400,7600,584000
2863,2023-09-09,"Coffee Art Print",Delhi,400,6000,584000
2867,2023-09-09,"Coffee Art Print",Mumbai,400,5200,584000
2860,2023-09-09,"Coffee Art Print",Hyderabad,400,3200,584000
2857,2023-09-09,"Coffee Art Print",Pune,400,2800,584000
2870,2023-09-09,"Coffee Art Print",Chennai,400,8000,584000
2866,2023-09-09,"Coffee Art Print",Bangalore,400,6800,584000
2868,2023-09-09,"Coffee Art Print",Bangalore,400,2800,584000
2859,2023-09-09,"Coffee Art Print",Bangalore,400,2400,584000
2864,2023-09-09,"Coffee Art Print",Jaipur,400,8000,584000
2869,2023-09-09,"Coffee Art Print",Surat,400,4800,584000
2861,2023-09-09,"Coffee Art Print",Mumbai,400,2800,584000
2862,2023-09-09,"Coffee Art Print",Delhi,400,7200,584000
2910,2023-09-10,"Coffee Art Print",Chennai,400,6000,656800
2903,2023-09-10,"Coffee Art Print",Chennai,400,6000,656800
2907,2023-09-10,"Coffee Art Print",Chennai,400,4400,656800
2905,2023-09-10,"Coffee Art Print",Chennai,400,3600,656800
2911,2023-09-10,"Coffee Art Print",Surat,400,7600,656800
2901,2023-09-10,"Coffee Art Print",Mumbai,400,5600,656800
2899,2023-09-10,"Coffee Art Print",Delhi,400,3600,656800
2902,2023-09-10,"Coffee Art Print",Jaipur,400,2400,656800
2913,2023-09-10,"Coffee Art Print",Pune,400,7200,656800
2904,2023-09-10,"Coffee Art Print",Ahmedabad,400,2400,656800
2908,2023-09-10,"Coffee Art Print",Pune,400,2400,656800
2906,2023-09-10,"Coffee Art Print",Jaipur,400,5600,656800
2909,2023-09-10,"Coffee Art Print",Pune,400,6000,656800
2912,2023-09-10,"Coffee Art Print",Chennai,400,6000,656800
2900,2023-09-10,"Coffee Art Print",Bangalore,400,4000,656800
2942,2023-09-11,"Coffee Art Print",Bangalore,400,6400,693200
2943,2023-09-11,"Coffee Art Print",Pune,400,5600,693200
2945,2023-09-11,"Coffee Art Print",Chennai,400,4000,693200
2940,2023-09-11,"Coffee Art Print",Chennai,400,5600,693200
2944,2023-09-11,"Coffee Art Print",Jaipur,400,6800,693200
2941,2023-09-11,"Coffee Art Print",Delhi,400,8000,693200
2970,2023-09-12,"Coffee Art Print",Jaipur,400,4000,734400
2965,2023-09-12,"Coffee Art Print",Chennai,400,2000,734400
2967,2023-09-12,"Coffee Art Print",Bangalore,400,6000,734400
2964,2023-09-12,"Coffee Art Print",Pune,400,4800,734400
2966,2023-09-12,"Coffee Art Print",Pune,400,2400,734400
2969,2023-09-12,"Coffee Art Print",Delhi,400,7600,734400
2968,2023-09-12,"Coffee Art Print",Pune,400,8000,734400
2963,2023-09-12,"Coffee Art Print",Surat,400,6400,734400
2992,2023-09-13,"Coffee Art Print",Pune,400,3200,779600
2987,2023-09-13,"Coffee Art Print",Jaipur,400,5600,779600
2989,2023-09-13,"Coffee Art Print",Ahmedabad,400,6800,779600
2986,2023-09-13,"Coffee Art Print",Jaipur,400,5600,779600
2985,2023-09-13,"Coffee Art Print",Delhi,400,4800,779600
2991,2023-09-13,"Coffee Art Print",Bangalore,400,7200,779600
2990,2023-09-13,"Coffee Art Print",Pune,400,4000,779600
2988,2023-09-13,"Coffee Art Print",Delhi,400,8000,779600
3014,2023-09-14,"Coffee Art Print",Delhi,400,2000,820800
3015,2023-09-14,"Coffee Art Print",Bangalore,400,5600,820800
3012,2023-09-14,"Coffee Art Print",Bangalore,400,7200,820800
3010,2023-09-14,"Coffee Art Print",Bangalore,400,5200,820800
3011,2023-09-14,"Coffee Art Print",Jaipur,400,7200,820800
3016,2023-09-14,"Coffee Art Print",Jaipur,400,7200,820800
3013,2023-09-14,"Coffee Art Print",Pune,400,3200,820800
3009,2023-09-14,"Coffee Art Print",Delhi,400,3600,820800
3039,2023-09-15,"Coffee Art Print",Chennai,400,6800,859600
3043,2023-09-15,"Coffee Art Print",Chennai,400,8000,859600
3041,2023-09-15,"Coffee Art Print",Indore,400,4800,859600
3042,2023-09-15,"Coffee Art Print",Kanpur,400,8000,859600
3040,2023-09-15,"Coffee Art Print",Chennai,400,7600,859600
3038,2023-09-15,"Coffee Art Print",Bangalore,400,3600,859600
3074,2023-09-16,"Coffee Art Print",Indore,400,6400,910400
3076,2023-09-16,"Coffee Art Print",Delhi,400,5600,910400
3077,2023-09-16,"Coffee Art Print",Mumbai,400,5200,910400
3073,2023-09-16,"Coffee Art Print",Pune,400,3200,910400
3072,2023-09-16,"Coffee Art Print",Pune,400,2800,910400
3071,2023-09-16,"Coffee Art Print",Jaipur,400,2000,910400
3070,2023-09-16,"Coffee Art Print",Kanpur,400,3200,910400
3075,2023-09-16,"Coffee Art Print",Chennai,400,8000,910400
3078,2023-09-16,"Coffee Art Print",Chennai,400,6400,910400
3079,2023-09-16,"Coffee Art Print",Chennai,400,8000,910400
3095,2023-09-17,"Coffee Art Print",Chennai,400,2800,928400
3096,2023-09-17,"Coffee Art Print",Chennai,400,2800,928400
3100,2023-09-17,"Coffee Art Print",Indore,400,2400,928400
3097,2023-09-17,"Coffee Art Print",Mumbai,400,3600,928400
3098,2023-09-17,"Coffee Art Print",Chennai,400,4000,928400
3099,2023-09-17,"Coffee Art Print",Pune,400,2400,928400
3135,2023-09-18,"Coffee Art Print",Jaipur,400,2400,988000
3136,2023-09-18,"Coffee Art Print",Pune,400,5600,988000
3134,2023-09-18,"Coffee Art Print",Pune,400,3200,988000
3133,2023-09-18,"Coffee Art Print",Chennai,400,6400,988000
3131,2023-09-18,"Coffee Art Print",Pune,400,8000,988000
3128,2023-09-18,"Coffee Art Print",Pune,400,6800,988000
3132,2023-09-18,"Coffee Art Print",Bangalore,400,7600,988000
3127,2023-09-18,"Coffee Art Print",Jaipur,400,3200,988000
3126,2023-09-18,"Coffee Art Print",Mumbai,400,8000,988000
3130,2023-09-18,"Coffee Art Print",Lucknow,400,2000,988000
3129,2023-09-18,"Coffee Art Print",Nagpur,400,6400,988000
3170,2023-09-19,"Coffee Art Print",Delhi,400,3200,1037600
3169,2023-09-19,"Coffee Art Print",Chennai,400,5200,1037600
3167,2023-09-19,"Coffee Art Print",Pune,400,4400,1037600
3171,2023-09-19,"Coffee Art Print",Surat,400,6400,1037600
3173,2023-09-19,"Coffee Art Print",Pune,400,2000,1037600
3176,2023-09-19,"Coffee Art Print",Mumbai,400,2800,1037600
3174,2023-09-19,"Coffee Art Print",Bangalore,400,7600,1037600
3175,2023-09-19,"Coffee Art Print",Bangalore,400,2800,1037600
3168,2023-09-19,"Coffee Art Print",Bangalore,400,6400,1037600
3177,2023-09-19,"Coffee Art Print",Bangalore,400,2000,1037600
3172,2023-09-19,"Coffee Art Print",Bangalore,400,6800,1037600
3209,2023-09-20,"Coffee Art Print",Bangalore,400,6000,1063200
3207,2023-09-20,"Coffee Art Print",Bangalore,400,6800,1063200
3206,2023-09-20,"Coffee Art Print",Chennai,400,3200,1063200
3205,2023-09-20,"Coffee Art Print",Hyderabad,400,4400,1063200
3208,2023-09-20,"Coffee Art Print",Delhi,400,5200,1063200
3241,2023-09-21,"Coffee Art Print",Pune,400,6400,1123200
3236,2023-09-21,"Coffee Art Print",Surat,400,4000,1123200
3235,2023-09-21,"Coffee Art Print",Chennai,400,8000,1123200
3243,2023-09-21,"Coffee Art Print",Chennai,400,6400,1123200
3238,2023-09-21,"Coffee Art Print",Chennai,400,8000,1123200
3240,2023-09-21,"Coffee Art Print",Bangalore,400,3200,1123200
3234,2023-09-21,"Coffee Art Print",Bangalore,400,4800,1123200
3237,2023-09-21,"Coffee Art Print",Bangalore,400,7600,1123200
3242,2023-09-21,"Coffee Art Print",Jaipur,400,3600,1123200
3239,2023-09-21,"Coffee Art Print",Pune,400,8000,1123200
3270,2023-09-22,"Coffee Art Print",Chennai,400,4400,1165600
3271,2023-09-22,"Coffee Art Print",Chennai,400,5600,1165600
3265,2023-09-22,"Coffee Art Print",Pune,400,2000,1165600
3264,2023-09-22,"Coffee Art Print",Jaipur,400,5600,1165600
3267,2023-09-22,"Coffee Art Print",Surat,400,4000,1165600
3266,2023-09-22,"Coffee Art Print",Pune,400,2400,1165600
3269,2023-09-22,"Coffee Art Print",Kanpur,400,5600,1165600
3268,2023-09-22,"Coffee Art Print",Delhi,400,2800,1165600
3263,2023-09-22,"Coffee Art Print",Jaipur,400,2400,1165600
3272,2023-09-22,"Coffee Art Print",Bangalore,400,7600,1165600
3306,2023-09-23,"Coffee Art Print",Bangalore,400,7600,1196800
3302,2023-09-23,"Coffee Art Print",Bangalore,400,3600,1196800
3305,2023-09-23,"Coffee Art Print",Bangalore,400,5200,1196800
3304,2023-09-23,"Coffee Art Print",Bangalore,400,4800,1196800
3303,2023-09-23,"Coffee Art Print",Chennai,400,4000,1196800
3301,2023-09-23,"Coffee Art Print",Delhi,400,6000,1196800
3336,2023-09-24,"Coffee Art Print",Chennai,400,3600,1225600
3335,2023-09-24,"Coffee Art Print",Pune,400,3600,1225600
3332,2023-09-24,"Coffee Art Print",Chennai,400,6000,1225600
3331,2023-09-24,"Coffee Art Print",Chennai,400,2800,1225600
3333,2023-09-24,"Coffee Art Print",Chennai,400,6800,1225600
3334,2023-09-24,"Coffee Art Print",Jaipur,400,6000,1225600
3359,2023-09-25,"Coffee Art Print",Bangalore,400,5600,1260800
3365,2023-09-25,"Coffee Art Print",Chennai,400,6000,1260800
3363,2023-09-25,"Coffee Art Print",Ahmedabad,400,3600,1260800
3358,2023-09-25,"Coffee Art Print",Jaipur,400,2800,1260800
3360,2023-09-25,"Coffee Art Print",Chennai,400,2000,1260800
3361,2023-09-25,"Coffee Art Print",Chennai,400,5600,1260800
3364,2023-09-25,"Coffee Art Print",Chennai,400,3600,1260800
3362,2023-09-25,"Coffee Art Print",Pune,400,6000,1260800
3392,2023-09-26,"Coffee Art Print",Delhi,400,7600,1294400
3391,2023-09-26,"Coffee Art Print",Jaipur,400,6800,1294400
3395,2023-09-26,"Coffee Art Print",Pune,400,6400,1294400
3393,2023-09-26,"Coffee Art Print",Jaipur,400,5600,1294400
3394,2023-09-26,"Coffee Art Print",Jaipur,400,7200,1294400
3414,2023-09-27,"Coffee Art Print",Jaipur,400,5600,1330000
3418,2023-09-27,"Coffee Art Print",Mumbai,400,3600,1330000
3417,2023-09-27,"Coffee Art Print",Jaipur,400,8000,1330000
3416,2023-09-27,"Coffee Art Print",Pune,400,6000,1330000
3421,2023-09-27,"Coffee Art Print",Bangalore,400,2400,1330000
3419,2023-09-27,"Coffee Art Print",Chennai,400,5600,1330000
3415,2023-09-27,"Coffee Art Print",Nagpur,400,2400,1330000
3420,2023-09-27,"Coffee Art Print",Delhi,400,2000,1330000
3451,2023-09-28,"Coffee Art Print",Kanpur,400,2800,1354800
3452,2023-09-28,"Coffee Art Print",Pune,400,6000,1354800
3454,2023-09-28,"Coffee Art Print",Delhi,400,3200,1354800
3449,2023-09-28,"Coffee Art Print",Delhi,400,3600,1354800
3448,2023-09-28,"Coffee Art Print",Mumbai,400,2800,1354800
3450,2023-09-28,"Coffee Art Print",Nagpur,400,2000,1354800
3453,2023-09-28,"Coffee Art Print",Bangalore,400,4400,1354800
3483,2023-09-29,"Coffee Art Print",Bangalore,400,6400,1403200
3482,2023-09-29,"Coffee Art Print",Bangalore,400,2800,1403200
3487,2023-09-29,"Coffee Art Print",Jaipur,400,4000,1403200
3484,2023-09-29,"Coffee Art Print",Hyderabad,400,3200,1403200
3485,2023-09-29,"Coffee Art Print",Delhi,400,4000,1403200
3490,2023-09-29,"Coffee Art Print",Mumbai,400,6400,1403200
3481,2023-09-29,"Coffee Art Print",Pune,400,2000,1403200
3486,2023-09-29,"Coffee Art Print",Indore,400,2400,1403200
3491,2023-09-29,"Coffee Art Print",Pune,400,6000,1403200
3489,2023-09-29,"Coffee Art Print",Chennai,400,6000,1403200
3488,2023-09-29,"Coffee Art Print",Chennai,400,5200,1403200
3511,2023-09-30,"Coffee Art Print",Chennai,400,8000,1440000
3515,2023-09-30,"Coffee Art Print",Chennai,400,7200,1440000
3514,2023-09-30,"Coffee Art Print",Chennai,400,8000,1440000
3513,2023-09-30,"Coffee Art Print",Pune,400,6800,1440000
3512,2023-09-30,"Coffee Art Print",Jaipur,400,6800,1440000
3545,2023-10-01,"Coffee Art Print",Nagpur,400,7600,1486000
3549,2023-10-01,"Coffee Art Print",Bangalore,400,3600,1486000
3550,2023-10-01,"Coffee Art Print",Bangalore,400,5600,1486000
3548,2023-10-01,"Coffee Art Print",Pune,400,3200,1486000
3543,2023-10-01,"Coffee Art Print",Pune,400,8000,1486000
3542,2023-10-01,"Coffee Art Print",Jaipur,400,3200,1486000
3546,2023-10-01,"Coffee Art Print",Jaipur,400,6400,1486000
3547,2023-10-01,"Coffee Art Print",Jaipur,400,4800,1486000
3544,2023-10-01,"Coffee Art Print",Mumbai,400,3600,1486000
3603,2023-10-02,"Coffee Art Print",Chennai,400,6800,1492800
45,2023-01-05,"Coffee Bean Storage Canister",Chennai,800,5600,5600
84,2023-01-10,"Coffee Bean Storage Canister",Chennai,800,4800,10400
94,2023-01-11,"Coffee Bean Storage Canister",Chennai,800,7200,17600
129,2023-01-15,"Coffee Bean Storage Canister",Pune,800,14400,45600
128,2023-01-15,"Coffee Bean Storage Canister",Kolkata,800,13600,45600
176,2023-01-19,"Coffee Bean Storage Canister",Bangalore,800,4800,50400
200,2023-01-22,"Coffee Bean Storage Canister",Jaipur,800,6400,64800
201,2023-01-22,"Coffee Bean Storage Canister",Pune,800,8000,64800
211,2023-01-23,"Coffee Bean Storage Canister",Pune,800,5600,70400
233,2023-01-24,"Coffee Bean Storage Canister",Mumbai,800,14400,92800
